question,paragraph,answer
Câu lạc bộ mà Nicolas Anelka gia nhập năm 1999 được IFFHS trao giải Câu lạc bộ châu Âu xuất sắc nhất thế kỷ 20 vào ngày 11 tháng 5 năm 2010 phải không?,"Năm 1999, Anelka gia nhập Real Madrid C.F. với phí chuyển nhượng 22,3 triệu bảng, nhưng chỉ sau 1 mùa thi đấu ở Tây Ban Nha, anh hồi hương để khoát áo Paris Saint-Germain với giá 20 triệu bảng. Câu lạc bộ cũng được IFFHS trao giải Câu lạc bộ châu Âu xuất sắc nhất thế kỷ 20 vào ngày 11 tháng 5 năm 2010.",đúng
Sê-ri truyền hình nào của Felicity Huffman được trình chiếu trên ABC từ ngày 3 tháng 10 năm 2004?,"Bà nổi tiếng với vai diễn Lynette Scavo trong loạt phim truyền hình giành giải Emmy, Desperate Housewives. Bộ phim được trình chiếu trên ABC từ ngày 3 tháng 10 năm 2004 đến ngày 13 tháng 5 năm 2012.",Những bà nội trợ kiểu Mỹ
Nền kinh tế của Nga đứng thứ mấy thế giới,"Quốc gia này có diện tích lớn nhất trên thế giới và là nhà sản xuất dầu lửa lớn nhất , vào năm 2016 kinh tế Nga đứng hàng thứ 13 trên thế giới và đứng thứ 5 châu Âu theo GDP danh nghĩa hoặc đứng thứ 6 trên thế giới và đứng thứ 2 châu Âu theo GDP theo sức mua tương đương ( ~ 3.300 tỷ USD năm 2016 )",đứng hàng thứ 13
Bút danh của người sáng tác tập phim Dorami-chan: Mini-Dora SOS!!! là gì?,"Nguyên gốc của phim do Hiroshi Fujimoto và Motoo Abiko sáng tác. Tên thật của họ là Fujimoto Hiroshi (藤本 弘 (Đằng Bản Hoằng), 1933–1996) và Abiko Motoo (安孫子 素雄 (An Tôn Tử Tố Hùng), 1934–).",Fujiko Fujio
Geri Halliwell nổi tiếng từ những năm 1990 trong nhóm nhạc thành lập năm nào?,"Halliwell nổi tiếng từ những năm 1990 với biệt danh Ginger Spice trong nhóm nhạc nữ Spice Girls. Spice Girls là một nhóm nhạc nữ mang phong cách pop nổi tiếng của nước Anh, nhóm được thành lập vào năm 1994.",1994
Như Quỳnh là ai,"Cô là con gái đầu lòng của một gia đình gồm 3 người con , với hai người em trai .","con gái đầu lòng của một gia đình gồm 3 người con , với hai người em trai"
Thibaut Courtois nhỏ tuổi hơn John O'Shea phải không?,John Francis O'Shea (sinh ngày 30 tháng 4 năm 1981) là một cựu cầu thủ bóng đá người Ireland và hiện là huấn luyện viên đội một cho Reading. Thibaut Nicolas Marc Courtois (sinh ngày 11 tháng 5 năm 1992) là một cầu thủ bóng đá chuyên nghiệp người Bỉ thi đấu ở vị trí thủ môn cho câu lạc bộ Real Madrid tại La Liga và Đội tuyển bóng đá quốc gia Bỉ.,đúng
Nikolay Gennadiyevich Basov là người Hungary được Johannes Hans Daniel Jensen chia sẻ giải thưởng Nobel Vật lý phải không?,Ông chia sẻ giải thưởng này không chỉ với Goeppert-Mayer mà còn với Eugene Wigner. Eugene Paul Wigner (thường viết là E. P. Wigner giữa các nhà vật lý) (tiếng Hungary Wigner Pál Jenő) (17 tháng 11 năm 1902 – 1 tháng 1 năm 1995) là một nhà vật lý và nhà toán học người Hungary.,không
"Dưới thời trị vì của mình, vua Minh Mạng đã đổi quốc hiệu thành gì","Minh Mạng đã xin triều đình Mãn Thanh cho phép đổi quốc hiệu ""Việt Nam"" thành ""Đại Nam,"" ngụ ý một quốc gia Phương Nam rộng lớn.","""Việt Nam"" thành ""Đại Nam,"""
Giải thưởng mà Spencer Tracy giành 2 giải có lễ trao giải lần thứ nhất được tổ chức vào năm nào?,Trong sự nghiệp kéo dài hơn 30 năm từ 1930 đến 1967 ông đã tham gia 74 bộ phim và giành 2 Giải Oscar Nam diễn viên chính xuất sắc nhất từ 9 lần được đề cử (kỷ lục của hạng mục này). Lễ trao giải Oscar lần thứ nhất được tổ chức vào năm 1929; Emil Jannings là chủ nhân đầu tiên của giải thưởng nhờ diễn xuất của ông trong các phim The Last Command và The Way of All Flesh.,1929
Đại học có Andrew Fire hiện là giáo sư về dịch tễ và di truyền học là viện đại học có diện tích lớn thứ mấy trên thế giới?,"Fire hiện là giáo sư về dịch tễ và di truyền học tại Trường Y khoa của Đại học Stanford, mà ông tham gia từ 2003. Là viện đại học có diện tích lớn thứ hai trên thế giới, Viện Đại học Stanford có chương trình đầy đủ cho sinh viên đại học cũng như sinh viên sau đại học, cùng với một trung tâm y khoa nổi tiếng và nhiều trung tâm nghiên cứu và dự án phục vụ.",hai
George S. Patton lớn tuổi hơn Dick Cheney phải không?,"Richard Bruce Cheney (tên thường được gọi Dick Cheney; sinh ngày 30 tháng 1 năm 1941) là Phó Tổng thống thứ 46 của Hoa Kỳ, ông giữ chức vụ này từ năm 2001 đến 2009 dưới thời Tổng thống George W. Bush. George Smith Patton Jr. (11 tháng 11 năm 1885 – 21 tháng 12 năm 1945), còn được gọi là George Patton III, là một vị tướng, nhà chỉ huy quân sự nổi tiếng của Lục quân Hoa Kỳ trong Chiến tranh Thế giới lần II trong các chiến dịch ở Bắc Phi, Sicilia, Pháp và Đức, 1943–1945.",đúng
Nón lá là gì,"Nón tơi hoặc nón lá là một vật dụng dùng để che nắng , che mưa , làm quạt và là 1 biểu tượng đặc trưng của người phụ nữ Việt Nam","là một vật dụng dùng để che nắng , che mưa , làm quạt và là 1 biểu tượng đặc trưng của người phụ nữ Việt Nam"
Tỉ lệ diện tích bề mặt của châu Á,"Châu Á chiếm 8.6% tổng diện tích bề mặt Trái Đất ( chiếm 29.9% diện tích mặt đất ) và có 4 tỉ người , chiếm 60% dân số hiện nay của thế giới .",Châu Á chiếm 8.6% tổng diện tích bề mặt Trái Đất
Ngôi sao cùng thời Joan Crawford nào là diễn viên người Mỹ gốc Canana?,"Ở thập niên 30, tên tuổi Crawford sánh ngang với những ngôi sao cùng thời của MGM như Norma Shearer và Greta Garbo. Edith Norma Shearer (10 tháng 8 năm 1902 – 12 tháng 6 năm 1983) là một nữ diễn viên người Mỹ gốc Canada đã từng đoạt tượng vàng Oscar.",Norma Shearer
Nhà sản xuất của album Pure Heroine là người nước nào?,"Album bắt đầu được thu âm vào năm 2012 với nhà sản xuất Joel Little sau khi cô ký được hợp đồng với Universal Music Group. Joel Little (sinh ngày 13 tháng 2 năm 1983) là một nhạc sĩ, nhà sản xuất và là một người viết bài hát thắng Giải Silver Scroll và Giải Grammy người New Zealand.",New Zealand
Alan Shearer lớn tuổi hơn Divock Origi phải không?,"Divock Okoth Origi (Kenyan English: [diˈvɔk ɔˈkɔθ oˈrigiː] (); sinh 18 tháng 4 năm 1995) là một cầu thủ bóng đá chuyên nghiệp người Bỉ gốc Kenya, chơi cho Liverpool và đội tuyển Bỉ ở vị trí tiền đạo. Alan Shearer (Sinh 13 tháng 8 năm 1970 ở Gosforth, Northumberland) là một cựu cầu thủ bóng đá người Anh, Alan Shearer từng khoác áo đội tuyển Anh và 3 câu lạc bộ  Premiership của Anh: Southampton, Blackburn Rovers và Newcastle United.",đúng
Câu lạc bộ nào Oleksandr Zinchenko từng chơi đã có 7 lần vô địch bóng đá Anh?,"Anh bắt đầu sự nghiệp tại đội bóng Ngoại Hạng Nga FC Ufa trước khi gia nhập Manchester City vào năm 2016 với mức phí trong khu vực 1 triệu bảng. Tính tới nay, Manchester City đã có 7 lần vô địch bóng đá Anh, 6 lần vô địch Cúp FA, 8 lần vô địch Cúp Liên đoàn bóng đá Anh, 6 lần vô địch Siêu cúp nước Anh và 1 lần đoạt Cúp C2 châu Âu.",Manchester City F.C.
Hội Illuminati bị cấm năm nào,Hội Illuminati cùng một số hội kín khác đã bị nhà cầm quyền đặt ngoài vòng pháp luật và cuối cùng là bị cấm vào năm 1785 .,1785
Người thừa kế đầu tiên của Oda Nobunaga sinh năm nào?,"Những nỗ lực vào việc thống nhất đất nước của ông được tiếp nối và hoàn thành bởi hai người thừa kế của ông, đầu tiên là Toyotomi Hideyoshi và sau đó là Tokugawa Ieyasu, người đã thống nhất đất nước và lập ra chế độ Mạc phủ Tokugawa thống trị Nhật Bản đến tận cuộc Minh Trị Duy tân. Toyotomi Hideyoshi (豊臣 秀吉, とよとみ ひでよし, Hán-Việt: Phong Thần Tú Cát) còn gọi là Hashiba Hideyoshi (羽柴 秀吉, はしば ひでよし, Hán-Việt: Vũ Sài Tú Cát) (26 tháng 3 năm 1537 – 18 tháng 9 năm 1598) là một daimyo của thời kỳ Sengoku, người đã thống nhất Nhật Bản.",1537
Vai diễn nào của Jason Isaacs là một sĩ quan cấp tướng và là Nguyên soái Liên Xô?,"Ông được biết đến nhiều qua các vai như Lucius Malfoy trong loạt phim Harry Potter, Colonel William Tavington trong The Patriot hay Georgy Zhukov trong The Death of Stalin. Georgy Konstantinovich Zhukov (tiếng Nga: Гео́ргий Константи́нович Жу́ков; nghe , phát âm tiếng Việt là Ghê-oóc-ghi Can-xtan-chi-nô-vích Giu-cốp; 1 tháng 12 năm 1896 – 18 tháng 6 năm 1974) là một sĩ quan cấp tướng và là Nguyên soái Liên Xô.",Georgy Konstantinovich Zhukov
Ai phát minh ra cột thiên lôi,Cột chống sét ra đời vào năm 1752 bởi nhà khoa học người Mỹ Benjamin Franklin,Benjamin Franklin
Quốc gia của Kevin De Bruyne độc lập vào năm nào?,"Kevin De Bruyne (phát âm tiếng Hà Lan: [ˈkɛvɪn də ˈbrœynə], phiên âm: ""Ke-vin Đờ Broai-nơ""; sinh ngày 28 tháng 6 năm 1991) là một cầu thủ bóng đá người Bỉ hiện đang thi đấu ở vị trí tiền vệ tấn công cho câu lạc bộ Manchester City tại Premier League và đội tuyển quốc gia Bỉ. Từ thế kỷ XVI cho đến khi Bỉ độc lập từ Hà Lan bằng Cách mạng Bỉ vào năm 1830, khu vực này trở thành chiến trường giữa các cường quốc chính tại châu Âu, do đó được mệnh danh là ""Chiến trường của châu Âu"", danh tiếng này được củng cố trong hai thế chiến của thế kỷ XX.",năm 1830
Marie Curie giành giải Nobel trong hai lĩnh vực khác nhau và là nhà hóa học người Pháp gốc Ba Lan phải không?,"Đồng thời cũng là một trong hai người được trao giải Nobel trong hai lĩnh vực khác nhau (giải Hóa học và Hòa bình), người còn lại là nhà khoa học Marie Curie (Giải Vật lý và Hóa học), và là người duy nhất cho đến hiện tại trong lịch sử nhận trọn vẹn 2 giải thưởng Nobel mà không phải là nhận cùng với ai khác.Ông nổi tiếng với việc đấu tranh chống chạy đua vũ khí hạt nhân, quảng bá thuốc orthomolecular, phương pháp điều trị dùng mega-vitamin, chế độ ăn kiêng, và dùng vitamin C với liều lượng lớn. Marie Skłodowska – Curie (phiên âm tiếng Việt: Ma-ri Xcuô-đốp-xka Quy-ri) (7 tháng 11 năm 1867 – 4 tháng 7 năm 1934) là một nhà vật lý và hóa học người Pháp gốc Ba Lan.",đúng
"""Ơreka"" là câu nói nổi tiếng của ai","""Ơreka"" là câu nói nổi tiếng của Nhà bác học Hy Lạp cổ đại Archimedes",Archimedes
Thành phố mà tờ nhật báo Los Angeles Times xuất bản thuộc về New York phải không?,"Los Angeles Times (tiếng Anh của Thời báo Los Angeles, viết tắt LA Times) là một nhật báo được xuất bản tại Los Angeles, California và được phân phối ở khắp miền Tây Hoa Kỳ. Los Angeles (viết tắt LA; phát âm tiếng Anh: /lɔːs ˈændʒələs/ ; phiên âm Lốt An-giơ-lét; Tiếng Tây Ban Nha: Los Ángeles) là thành phố lớn nhất tiểu bang California và lớn thứ nhì tại Hoa Kỳ, thuộc về Quận Los Angeles.",không
Chức vụ mà John Tyler làm từ năm 1841 đến năm 1845 là người đứng đầu chính phủ nào?,John Tyler (29 tháng 3 năm 1790 - 18 tháng 1 năm 1862) là Tổng thống Hoa Kỳ thứ 10 tại nhiệm từ năm 1841 đến năm 1845. Tổng thống Hoa Kỳ là nguyên thủ quốc gia (head of state) và cũng là người đứng đầu chính phủ (head of government) Hoa Kỳ.,Hoa Kỳ
Ai là người đứng đầu nhà nước và chính phủ Hoa Kỳ,Nhánh Hành pháp gồm có Tổng thống Hoa Kỳ và các viên chức được tổng thống uỷ nhiệm để cấu thành Chính phủ Hoa Kỳ .,Tổng thống
Marlee Matlin nhỏ tuổi hơn Jackson Browne phải không?,"Clyde Jackson Browne (sinh ngày 9 tháng 10 năm 1948) là ca sĩ, nhạc sĩ và hát các bài tự sáng tác, đã bán 18 triệu dĩa nhạc chỉ riêng tại Hoa Kỳ. Marlee Beth Matlin (sinh ngày 24 tháng 8 năm 1965) là một nữ diễn viên khiếm thính của điện ảnh Hoa Kỳ.",đúng
Người sáng tạo ra Dragon Quest sinh năm nào?,"Dragon Quest (trước năm 2005 có tên là Dragon Warrior khi phát hành tại Bắc Mỹ,) là loạt trò chơi nhập vai Nhật Bản do Horii Yuji sáng tạo ra. Horii Yuji  (堀井 雄二, Horii Yūji) (sinh ngày 6 tháng 1 năm 1954) là nhà thiết kế trò chơi điện tử và nhà viết kịch bản người Nhật, nổi tiếng nhất với tư cách là người sáng tạo ra loạt trò chơi nhập vai Dragon Quest, giám sát và viết kịch bản cho Chrono Trigger, cũng như trò chơi phiêu lưu visual novel đầu tiên Portopia Serial Murder Case.",1954
Nơi sinh của Christina Aguilera có dân số 8.804.190 người vào năm 2020 phải không?,"Aguilera là một trong những nghệ sĩ âm nhạc bán đĩa nhạc chạy nhất mọi thời đại với hơn 75 triệu đĩa được bán ra trên toàn thế giới.Sinh ra ở Thành phố New York và lớn lên ở Pennsylvania, Aguilera đã xuất hiện trên các chương trình truyền hình trong những năm đầu sự nghiệp, trước khi ký hợp đồng thu âm với RCA Records vào năm 1998. Với dân số năm 2020 là 8.804.190 người, phân bổ trên 300,46 dặm vuông Anh (778,2 km2), Thành phố New York là thành phố có mật độ dân số cao nhất ở Hoa Kỳ.",đúng
Thành viên nào của Pink Floyd sinh năm 1943?,"Là một trong những ban nhạc rock thành công nhất, họ đã bán được 200 triệu album trên toàn thế giới, trong đó có 74.5 triệu album được tiêu thụ tại MỹĐược thành lập năm 1965, ban đầu gồm các sinh viên Syd Barrett, Nick Mason, Roger Waters và Richard Wright. George Roger Waters (sinh ngày 6 tháng 9 năm 1943) là một nhạc sĩ, ca sĩ và nhà sản xuất âm nhạc người Anh.",Roger Waters
